id,ime,kraj,drzava,direktor,zaloga
811910,Goldner Hospital,Verkhniy Yasenov,Ukraine,Clementine Guiver,263
550388,Trantow Hospital,Štítná nad Vláří,Czech Republic,Shurlock Hars,327
722729,Prosacco Hospital,Töreboda,Sweden,Beverlee Selbie,448
332267,Stamm Hospital,Nasielsk,Poland,Vinny Ajsik,985
877500,Trantow Hospital,Cortes,Portugal,Chery Scorey,536
604360,Klein Hospital,Bergen,Norway,Linnea Doughton,885
385660,Jacobson Hospital,Tatarbunary,Ukraine,Rosetta Galego,834
083599,Kutch Hospital,Gniechowice,Poland,Carry Lamps,637
565261,Powlowski Hospital,Xylotymbou,Cyprus,Caterina Blowing,690
925774,Braun Hospital,Kombësi,Albania,Roley Loos,938
184270,Gorczany Hospital,Clichy,France,Melosa Locks,279
312990,Langworth Hospital,Kiikala,Finland,Casie Reinbach,483
107756,Fay Hospital,Hulyaypole,Ukraine,Edi Abbitt,935
425876,Greenholt Hospital,Molchanovo,Russia,Felike Bertin,397
491478,Wuckert Hospital,Sé,Portugal,Brig Philo,348
265499,Bode Hospital,Rokitno,Poland,Salvador Waud,330
208129,Daugherty Hospital,Pinhal de Frades,Portugal,Lezley Hatfull,32
769781,Erdman Hospital,Paris La Défense,France,Hersh Fairham,571
017839,Luettgen Hospital,Kobylanka,Poland,Fowler Tchaikovsky,816
283770,Runte Hospital,Abóboda,Portugal,Stacee McKall,419
524249,Kub Hospital,Shemursha,Russia,Rory Robarts,758
859566,Daugherty Hospital,Zdíkov,Czech Republic,Vernon Radage,171
350400,Willms Hospital,Sączów,Poland,Dionis Slayford,723
146909,Stamm Hospital,Tyazhinskiy,Russia,Kania McCrea,16
533813,Fisher Hospital,Tranås,Sweden,Viola Sjostrom,679
758702,Rosenbaum Hospital,Murom,Russia,Liana Hadland,816
439674,Farrell Hospital,Budapest,Hungary,Dela Caws,981
670557,Thiel Hospital,Täby,Sweden,Guillaume Laetham,797
996823,Turcotte Hospital,Chuchkovo,Russia,Emanuele Rubes,318
436217,Veum Hospital,Vila Ribeiro,Portugal,Tracey Wadlow,132
116132,Dach Hospital,Visby,Sweden,Cthrine O'Crevan,588
005819,Aimonetti Hospital,Librazhd,Albania,Kahaleel Gillio,704
707791,Weimann Hospital,Irbit,Russia,Pall Gludor,863
445565,Douglas Hospital,Béziers,France,Madelaine Overy,832
053391,Howell Hospital,Pytalovo,Russia,Stanton Caro,167
940768,Weissnat Hospital,Orléans,France,Kakalina Klimov,817
918530,Rau Hospital,Montalegre,Portugal,Eugenie Timmermann,864
087721,Toy Hospital,Volochys’k,Ukraine,Randal Filippazzo,919
070888,Blanda Hospital,Nema,Russia,Field Brumbye,105
026312,Mohr Hospital,Znomenka,Ukraine,Lacy Moyes,820
864210,Wolff Hospital,Linköping,Sweden,Corrina Calbaithe,28
995414,Wilderman Hospital,Berlin,Germany,Wiatt Blaylock,734
762990,Gulgowski Hospital,Delães,Portugal,Berna Dohms,601
881468,Labadie Hospital,Portela,Portugal,Fairleigh Upsale,298
043882,Keeling Hospital,Kalej,Poland,Abagail Schimmang,654
274401,Casper Hospital,Buinsk,Russia,Nikos Arrault,717
715328,Friesen Hospital,Czarnowąsy,Poland,Brendis Ricoald,189
239651,Osinski Hospital,Tworków,Poland,Stefano Trudgion,909
203520,Hermiston Hospital,Stan-Bekhtemir,Russia,Scotti Connors,894
935509,Paucek Hospital,Uppsala,Sweden,Hervey Warmisham,915
465367,Heidenreich Hospital,Angers,France,Marga Tappor,205
340771,Cruickshank Hospital,Mrkonjić Grad,Bosnia and Herzegovina,Emanuele Talloe,14
402923,Stokes Hospital,Cruzeiro,Portugal,Nicki Jallin,583
162796,Hane Hospital,Hamburg,Germany,Antony Roache,967
420973,Pouros Hospital,Veřovice,Czech Republic,Kameko Blanking,289
927460,Nader Hospital,Staryye Atagi,Russia,Gena Perrycost,363
904633,Pacocha Hospital,Pýli,Greece,Juieta Dyet,688
577001,O'Connell Hospital,Vnanje Gorice,Slovenia,King Merigon,867
117061,Huels Hospital,Kuznechikha,Russia,Lenette Barnwille,428
362800,Grant Hospital,Sunne,Sweden,Salomon Rudall,480
656209,Adams Hospital,Kavallári,Greece,Odey Winspar,937
006912,Boehm Hospital,Straldzha,Bulgaria,Simonne Gilardengo,675
468863,Gutkowski Hospital,Kamenka,Russia,Gloriane Cowlard,963
215531,Schultz Hospital,Aráchova,Greece,Koren Lown,342
179701,Hirthe Hospital,Wołomin,Poland,Amalia Caulkett,928
023387,Russel Hospital,Woippy,France,Rodolfo Gauvin,293
262721,Daniel Hospital,Agrelo,Portugal,Brien McCreadie,312
315330,Dibbert Hospital,Putinci,Serbia,Josefina Ewins,268
555857,Pfeffer Hospital,Radzanów,Poland,Randie Miroy,986
701197,Torphy Hospital,Pinhal da Marquesa,Portugal,Patty Ballay,930
987435,Pouros Hospital,Avignon,France,Gunter Lorenzetti,143
356860,Rohan Hospital,Lebedyn,Ukraine,Brett Capeloff,535
667579,Shields Hospital,Příbram,Czech Republic,Stevie Whittles,87
475248,Nitzsche Hospital,Elista,Russia,Man Hender,381
478818,Marvin Hospital,Plyeshchanitsy,Belarus,Cherin Skone,476
473682,Hickle Hospital,Zaječov,Czech Republic,Oliy Oakly,62
691539,Prohaska Hospital,Strančice,Czech Republic,Janice Chawkley,840
255228,Wilderman Hospital,Zakupne,Ukraine,Karissa Ivashkin,77
802318,Wiza Hospital,Llazicë,Kosovo,Pembroke Karczinski,250
345099,Macejkovic Hospital,Clamart,France,Isacco Steuart,840
297063,Wyman Hospital,Topola,Serbia,Sibyl Ludewig,461
105762,Collins Hospital,Saint-Cloud,France,Elga Genney,717
043638,Collier Hospital,Jönköping,Sweden,Malinda Sheffield,49
298603,Harris Hospital,Ajaccio,France,Modestia Cleminson,582
331385,DuBuque Hospital,Tlučná,Czech Republic,Lane Mathes,395
381098,Trantow Hospital,Drakhtik,Armenia,Ebony Chilton,201
792627,Cremin Hospital,Burgau,Portugal,Karlik Petrus,624
496952,Durgan Hospital,Ternopil’,Ukraine,Rupert Worsalls,814
027368,Witting Hospital,Garbolovo,Russia,Wilmer Jedraszek,876
637855,Hackett Hospital,Marseille,France,Gracia Elcox,285
422243,Schamberger Hospital,Broby,Finland,Nicoli Gittoes,620
849601,Runolfsson Hospital,Domont,France,Kattie MacGruer,318
429122,Feil Hospital,Chervonohryhorivka,Ukraine,Guido Strong,872
263068,Ankunding Hospital,Celorico de Basto,Portugal,Sharon Saladin,38
766916,Sauer Hospital,Primorsko-Akhtarsk,Russia,Giffard Niesing,182
747562,Rath Hospital,Bessonovka,Russia,Larry Marchbank,137
464314,Hayes Hospital,Tsimlyansk,Russia,Boycie Butt Gow,979
743396,Denesik Hospital,Vawkavysk,Belarus,Wendie Salt,923
191277,Grimes Hospital,Santa Cruz,Portugal,Paige Rime,738
540224,Rohan Hospital,Canhestros,Portugal,Idell Wemes,373
227264,Bogisich Hospital,Enköping,Sweden,Chrissie Lamborne,184
871113,Price Hospital,Novais,Portugal,Mella Hail,194
481672,Grady Hospital,Évora,Portugal,Mikel Karpinski,854
456339,Corkery Hospital,Amsterdam Oud Zuid en Rivierenbuurt,Netherlands,Gloriana Boolsen,28
941226,Stiedemann Hospital,Brailiv,Ukraine,Mace Gilhespy,588
394840,Kautzer Hospital,Bílovice,Czech Republic,Mariele Worssam,893
605851,Maggio Hospital,Jistebnice,Czech Republic,Kaleb Ingolotti,408
424188,Zieme Hospital,Francova Lhota,Czech Republic,Niki Cartner,23
860840,Purdy Hospital,Berezanka,Ukraine,Johanna Stonhouse,384
884725,Wiza Hospital,Şirvan,Azerbaijan,Xenos Tyre,915
536300,Koch Hospital,Mircze,Poland,Leicester Skryne,694
223777,Bauch Hospital,Kultuk,Russia,Sue Hestrop,972
190846,Cummerata Hospital,Berlin,Germany,Grantham Ead,480
829699,Monahan Hospital,Marseille,France,Brandie Peche,61
923047,Gutkowski Hospital,Yelyzavethradka,Ukraine,Othelia Trueman,155
014530,Kuhlman Hospital,Urshel’skiy,Russia,Lorianne Orridge,413
173334,Rogahn Hospital,Rogóźno,Poland,Lilas Hairyes,999
875177,King Hospital,Siekierczyn,Poland,Keri Flindall,521
192787,Bradtke Hospital,Buzdyak,Russia,Rene Kingswood,41
404645,Gaylord Hospital,Uglyanets,Russia,Devin Oaks,519
658413,Berge Hospital,Smolino,Russia,Wash Ivanyushkin,58
156672,Langosh Hospital,Azurva,Portugal,Noella Verling,657
181869,Nitzsche Hospital,Peterhof,Russia,Ive Hillam,370
172141,Senger Hospital,Pervomayskoye,Russia,Erhard Philipsson,889
298533,Hackett Hospital,Gozdnica,Poland,Vere Eloy,227
163710,Wiegand Hospital,Picoto,Portugal,Gwenny Mahoney,135
530920,Runte Hospital,Inta,Russia,Ellene Cheyenne,115
040273,Turner Hospital,Hrvace,Croatia,Erina Nacci,811
730217,Block Hospital,Ozorków,Poland,Conway Lancley,951
045394,Hamill Hospital,Oslo,Norway,Andre Gilvear,452
675003,Kertzmann Hospital,Klatovy,Czech Republic,Zack Mixworthy,411
216694,Lubowitz Hospital,Stockholm,Sweden,Lyndsay Crookston,628
149473,Hills Hospital,Luzino,Poland,Emili Woofenden,731
923906,Green Hospital,Dubki,Russia,Leonie Sinnett,595
069822,Powlowski Hospital,Marseille,France,Wandie Sandercock,813
214340,Schulist Hospital,Stetseva,Ukraine,Codee Wickrath,992
575722,White Hospital,Västervik,Sweden,Collie Corstorphine,604
184618,Corwin Hospital,Vetrino,Bulgaria,Rob Wagen,340
287259,Schulist Hospital,Norrtälje,Sweden,Hinze Muccino,344
043645,Barton Hospital,Ochakiv,Ukraine,Ladonna Gant,931
805771,Runte Hospital,Penza,Russia,Lyndsay Grandison,432
031704,Stiedemann Hospital,Bełsznica,Poland,Stormy Marco,923
173537,Keebler Hospital,La Ravoire,France,Sile Zumbusch,772
293777,Mayer Hospital,Uvarovo,Russia,Gan De Ath,67
410837,Krajcik Hospital,Thorpe,United Kingdom,Candy Edmenson,175
425483,Marquardt Hospital,Mariestad,Sweden,Reina Lachaize,362
624346,O'Connell Hospital,Ozëry,Russia,Stinky Bernadon,940
758375,Christiansen Hospital,Candoso,Portugal,Paxton Pendock,206
850277,Gleichner Hospital,Onega,Russia,Lyda Nore,799
256407,Jakubowski Hospital,Strážná,Czech Republic,Roshelle Blaxton,181
751844,Reilly Hospital,Nevinnomyssk,Russia,Carly Dumingo,17
318094,Lubowitz Hospital,Pinhal Novo,Portugal,Farra Creaney,772
837466,Wehner Hospital,Lwówek Śląski,Poland,Julissa Crummie,944
112835,Tromp Hospital,Karlobag,Croatia,Cully Bruton,161
534102,Beatty Hospital,Osieczany,Poland,Elvira Spellacey,694
807448,Rogahn Hospital,Blyznyuky,Ukraine,Virginia Bunclark,30
315695,Lang Hospital,Albergaria,Portugal,Krystyna Friday,432
923645,Schinner Hospital,Idvor,Serbia,Melicent Really,649
300747,Hamill Hospital,Zvenyhorodka,Ukraine,Jemie Danielot,901
458958,Langosh Hospital,Hostomice,Czech Republic,Sissy Driscoll,450
860035,Bogisich Hospital,Smolenskoye,Russia,Lucais Burges,785
119565,Ledner Hospital,Kołbiel,Poland,Consuelo Brettell,588
215359,Rice Hospital,Ejmiatsin,Armenia,Genevra Clemmey,866
715330,Brown Hospital,Salmi,Russia,Daphne Challenor,420
245508,King Hospital,Zambujeira,Portugal,Shermy Normansell,528
253586,Daugherty Hospital,Glushkovo,Russia,Lincoln Pidcock,9
729193,Breitenberg Hospital,Kasakh,Armenia,Eran McGeechan,320
922918,Abbott Hospital,Zabłocie,Poland,Hillard Seczyk,371
940170,Sporer Hospital,Příbram,Czech Republic,Jaymee Delgardo,942
127649,Okuneva Hospital,Drobin,Poland,Nicoli Feary,327
347287,Kuhic Hospital,Nasielsk,Poland,Daile Stroobant,957
834235,White Hospital,Myślenice,Poland,Thia Sives,413
584897,Lang Hospital,Ath,Belgium,Nettle Langer,378
385049,Muller Hospital,Wisła,Poland,Delly Sausman,949
707560,Heathcote Hospital,Uppsala,Sweden,Steward Salsbury,444
755000,Kerluke Hospital,Norsborg,Sweden,Byrom Stubbe,734
319853,Altenwerth Hospital,Grębków,Poland,Terrye Kleinstub,929
485085,Johnston Hospital,Niort,France,Berri Altree,566
685877,Graham Hospital,Ponte Nova,Portugal,Mureil Abramovitz,199
324992,Fisher Hospital,Corujeira,Portugal,Wang Souness,810
273935,Ortiz Hospital,Protvino,Russia,Miriam Vannucci,224
510843,Osinski Hospital,Linëvo,Russia,Patrizio Signoret,867
837406,Rath Hospital,Siekierczyn,Poland,Kass Prescott,492
293078,Goodwin Hospital,Mozhga,Russia,Nanine Ream,396
135463,Schamberger Hospital,Tomaševac,Serbia,Vilma Matashkin,552
358810,Ziemann Hospital,Oldřišov,Czech Republic,Zacherie Livesley,832
658439,Shields Hospital,Paris 11,France,Fay Boydon,970
180847,Lesch Hospital,Kuzovatovo,Russia,Carmela Prendeville,60
295477,Donnelly Hospital,Kulpin,Serbia,Nancy Spelman,541
412593,Steuber Hospital,Humpolec,Czech Republic,Bethany Rickersy,52
181121,Schulist Hospital,Elista,Russia,Malva Hearnden,717
118402,Klocko Hospital,Velestíno,Greece,Lynn Wisdom,417
719010,Wintheiser Hospital,Połomia,Poland,Jone Matussow,542
601916,Maggio Hospital,Kąty Wrocławskie,Poland,Ava Blockey,299
954202,Conroy Hospital,Daugavgrīva,Latvia,Willa Quinby,357
015583,Sporer Hospital,Azenhas do Mar,Portugal,Katherine Pettendrich,646
296487,Miller Hospital,Kotovs’k,Ukraine,Violetta Longcake,374
284949,Prosacco Hospital,Pereiros,Portugal,Enrika Angus,415
520729,Weber Hospital,Tukhlya,Ukraine,Jeromy Bosquet,426
557210,Farrell Hospital,Pérama,Greece,Kellsie Crowhurst,379
345934,Ortiz Hospital,Meylan,France,Rosalia Hallett,469
806105,Bayer Hospital,Stockholm,Sweden,Merrel Yashunin,499
019787,Kshlerin Hospital,Shchuchin,Belarus,Avie Muncaster,917
318306,Hessel Hospital,São Vicente de Ferreira,Portugal,Wilbur Ribey,960
610706,Waelchi Hospital,Qabaqçöl,Azerbaijan,Fionna Hiscoe,254
145396,Harber Hospital,Lianovérgi,Greece,Tanhya Gaynesford,21
